date of status	status	кол-во листов	#	ОФ	НФ	/	Место хранения		Код СС	Наименование документа	полнота	подлин.	способ воспроизв.	дата документа	примечания	дата сост. Архива	Автор: не Котс А.Ф.
12/28/2014	scanned		2727	12497		1054	1303	eh-1303	4.2.В*	"World Federation of Scientific Workers /Всемирная федерация научных работников/, Dr. A.M.Young - editorial assistant . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1958 августа 29	англ. яз.		
12/28/2014	scanned		2728		2116	522	1303	eh-1303	4.2.B	"Котс А.Ф. Письмо на имя Dr. A.M.Young, World Federation of Scientific Workers /Всемирная федерация научных работников/, London ."	полная	копия	машинопись	б/г	"англ. яз., на оборотной стороне листа - письмо Котса к Paul Hahn /Totonto/."		
4/27/2014	scanned		2729	10141		502	1304	eh-1304	4.2.В*	"Yale University, Section of Psychology, New Haven, Connecticut ; Robert M.Yerkes . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1930 января 24	англ. яз.		
4/27/2014	scanned		2730	10141		504	1304	eh-1304	4.2.В	"Yale University, Laboratories of Comparative Psychobiology, New Haven, Connecticut ; Robert M.Yerkes . Письмо А.Ф.Котсу ."	неполная	оригинал ?	машинопись	1932 января 11	англ. яз.; нет окончания письма		
4/27/2014	scanned		2741	10141		503;506	1304	eh-1304	4.2.В	"Yale University, Section of Psychology, New Haven, Connecticut ; Robert M.Yerkes . Письмо А.Ф.Котсу. + Письмо, адресованное Dr. R.M.Yerkes из University of Pennsylvania /Philadelphia/ от С.E. McClung /director/."	полная	оригинал	машинопись	1930 апр.1;1934 июня 6	англ. яз.		
4/27/2014	scanned		2732	12497		646	1304	eh-1304	4.2.В	"Котс А.Ф. Письмо на имя Mr. Gesell, Yale University, Laboratories of Comparative Psychobiology, New Haven, Connecticut ."	полная ?	копия	машинопись	1933 февраль	англ. яз.		
4/27/2014	scanned		2731	12497		647	1304	eh-1304	4.2.В	"Котс А.Ф. Письмо на имя Mr. Yerkes, Yale University, Laboratories of Comparative Psychobiology, New Haven, Connecticut ."	полная	копия	машинопись	1933 февраль	англ. яз.		
4/27/2014	scanned		2739	12497		648	1304	eh-1304	4.2.В	"Котс А.Ф. Письмо на имя Robert M.Yerkes , New Haven, Connecticut , /Yale University, Institute of Psychobiology/ ."	полная	копия	машинопись	б/г	англ. яз.		
4/27/2014	scanned		2738	12497		649	1304	eh-1304	4.2.В	"Котс А.Ф. Письмо на имя Robert M.Yerkes , New Haven, Connecticut , /Yale University, Institute of Psychobiology/ ."	полная	копия	машинопись	б/г	англ. яз.		
4/27/2014	scanned		2734	12497		650	1304	eh-1304	4.2.В	"[Котс А.Ф.]. Письмо в адрес Yale University, The School of Medicine Laboratories of Comparative Psychobiology, New Haven, Connecticut , на имя Robert M.Yerkes ."	неполная	копия	машинопись	б/г	англ. яз.; нет последних листов		
4/27/2014	scanned		2733	12497		651	1304	eh-1304	4.2.В	"[Котс А.Ф.]. Письмо в адрес Yale University, The School of Medicine Laboratories of Comparative Psychobiology, New Haven, Connecticut ."	полная	копия	машинопись	б/г	англ. яз.		
4/27/2014	scanned		2735	12497		652	1304	eh-1304	4.2.В	"[Котс А.Ф.]. Письмо на имя Robert M.Yerkes , New Haven, Connecticut , /Yale University, The School of Medicine Laboratories of Comparative Psychobiology/ ."	полная	копия	машинопись	б/г	англ. яз.		
4/27/2014	scanned		2736	12497		653	1304	eh-1304	4.2.В	"[Котс А.Ф.]. Письмо на имя Robert M.Yerkes , New Haven, Connecticut , /Yale University, The School of Medicine Laboratories of Comparative Psychobiology/ ."	полная	копия	машинопись	б/г	англ. яз.		
4/27/2014	scanned		2737	12497		654	1304	eh-1304	4.2.В	"[Котс А.Ф.]. Письмо на имя Robert M.Yerkes , New Haven, Connecticut , /Yale University, The School of Medicine Laboratories of Comparative Psychobiology/ ."	полная	копия	машинопись	б/г	англ. яз.		
4/27/2014	scanned		2744	12497		655	1304	eh-1304	4.2.В	"Котс А.Ф. Письмо на имя Robert M.Yerkes /Yale University, New Haven, Connecticut/ ."	полная	оригинал	рукопись	б/г	англ. яз.		
4/27/2014	scanned		2742		2116	526	1304	eh-1304	4.2.В	"Котс А.Ф. Письмо Robert M.Yerkes /Yale University, New Haven, Connecticut/ по поводу путешествия Yerkes и публикации его работ; о работе, которую ведут супруги Котс и сотрудники ДМ; по вопросу пересылки книг и др."	полная	копия	машинопись	б/г			
4/27/2014	scanned		2743		2116	527	1304	eh-1304	4.2.В	"Котс А.Ф. Письмо Robert M.Yerkes /Yale University, New Haven, Connecticut/ с просьбой о содействии в получении фото проф. Осборна для создания Ватагиным его бюста; о научной работе, которую ведут супруги Котс и др."	полная	копия	машинопись	б/г			
4/27/2014	scanned		2740		2116	789	1304	eh-1304	4.2.В	"[Котс А.Ф.]. Письмо на имя Robert M.Yerkes , New Haven, Connecticut , /Yale University, Institute of Psychobiology/ ."	полная ?	копия	машинопись	б/г	англ. яз.		
12/28/2014	scanned		2748	12497		1050	1305	eh-1305	4.2.В	"Carl Zeiss, Filial-Abteilung der Optischen Werkstaette in Jena /Филиал Оптической мастерской в Вене/, St. Petersburg . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1911 ноября 1	нем. яз.		
12/28/2014	scanned		2746	12497		1051	1305	eh-1305	4.2.В	"Carl Zeiss, Filial-Abteilung der Optischen Werkstaette in Jena /Филиал Оптической мастерской в Вене/, St. Petersburg . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1911 октября 8/21	нем. яз.		
12/28/2014	scanned		2745	12497		1052	1305	eh-1305	4.2.В*	"Carl Zeiss, Filial-Abteilung der Optischen Werkstaette in Jena /Филиал Оптической мастерской в Вене/, St. Petersburg . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1911 сентября 30	нем. яз.		
12/28/2014	scanned		2747	12497		1053	1305	eh-1305	4.2.В	"Carl Zeiss, Filial-Abteilung der Optischen Werkstaette in Jena /Филиал Оптической мастерской в Вене/, St. Petersburg . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись+рукоп.	1911 октября 24	нем. яз.; дописано карандашом		
4/6/2014	scanned	11 лл.	2752	10141		309	1306	eh-1306	4.2.В	"Zoological Society of London /Лондонское Зоологическое общество/, Harrison Matthews /Гаррисон Метьюч/ - директор. Письмо Котсу о присланных фотографиях с картин и скульптур ГДМ; о предстоящем Межд. Зоолог. Конгрессе ."	полная	оригинал	машинопись+рукопись	1957 октября 16	"2 экз. : 1 л. - оригинал, (англ. яз.) и 1 л. - перевод"		
4/6/2014	scanned	104 лл.	2753	10141		310	1306	eh-1306	4.2.В	"Zoological Society of London /Лондонское Зоологическое общество/, S.Zuckerman /С.Цукерман/ - секретарь. Письмо Котсу - c благодарностью за присланный альбом фотографий, иллюстрирующий содержание ГДМ."	полная	оригинал	машинопись+рукопись	1959 октября 28	"2 экз. : 1 л. - оригинал, (англ. яз.) и 1 л. - перевод"		
4/6/2014	scanned	22 лл.	2766	10141		330	1306	eh-1306	4.2.В	"Zoological Society of London /Лондонское Зоологическое общество/, S.Zuckerman /С.Цукерман/ - секретарь. Письмо А.Ф.Котсу по вопросу печати присланных фотографий ."	полная	оригинал+перевод	машинопись+рукопись	1963 апреля 29	"2 экз.: 1 л.- оригинал (англ.яз.), 1 л.- перевод"		
4/6/2014	scanned		2749	10141		339	1306	eh-1306	4.2.В*	"Zoological Society of London /Лондонское Зоологическое общество/, G.B.Stratton - Librarian /библиотекарь/ . Письмо А.Ф.Котсу по поводу оттисков 2-х статей Котса , опубликов. в ""Трудах экологического общества"" и др."	полная	оригинал+перевод	машиноп.+рукопись	1956 мая 29	"2 экз. : 1 л. - оригинал /англ. яз., водяные знаки/, 1 л. - перевод"		
4/6/2014	scanned		2772	10141		423	1306	eh-1306	4.2.В	"Котс А.Ф. Письмо в Zoological Society of London /Лондонское Зоологическое общество/, the Honourable Secretary ."	полная	копия	машинопись	б/г	англ. яз.		
4/6/2014	scanned		2774	12497		396	1306	eh-1306	4.2.В	Котс А.Ф. Письмо S.Zuckerman /С.Цукерман/ - секретарю Zoological Society of London /Лондонское Зоологическое общество/.	полная	копия	машинопись	б/г	англ. яз.		
4/6/2014	scanned		2767	12497		1035	1306	eh-1306	4.2.В	"Zoological Society of London /Лондонское Зоологическое общество/, Dr. Desmond Morris - Curator of Mammals . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1963 мая 21	англ. яз.; водяные знаки		
4/6/2014	scanned		2750	12497		1036	1306	eh-1306	4.2.В	"Zoological Society of London /Лондонское Зоологическое общество/, L. Harrison Matthews /Гаррисон Метьюч/ - Director and Permanent Secretary . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1956 июня 21			
4/6/2014	scanned		2761	12497		1037	1306	eh-1306	4.2.В	"Zoological Society of London /Лондонское Зоологическое общество/, Private Secretary . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1961 апреля 5	англ. яз.		
4/6/2014	scanned		2757	12497		1038	1306	eh-1306	4.2.В	"Zoological Society of London /Лондонское Зоологическое общество/, S.Zuckerman /С.Цукерман/ - секретарь. Письмо А.Ф.Котсу ."	полная	оригинал+фотокопии	машинопись	1960 марта 7	"англ. яз.; водяные знаки; 3 экз.: 1 л.- оригинал, 2 лл.- фотокопии"		
4/6/2014	scanned		2755	12497		1039	1306	eh-1306	4.2.В	"Zoological Society of London /Лондонское Зоологическое общество/, S.Zuckerman /С.Цукерман/ - секретарь. Письмо А.Ф.Котсу ."	полная	оригинал+фотокопии	машинопись	1960 февраля 11	"англ. яз.; водяные знаки; 3 экз.: 1 л.- оригинал, 2 лл.- фотокопии"		
4/6/2014	scanned		2754	12497		1040	1306	eh-1306	4.2.В	"Zoological Society of London /Лондонское Зоологическое общество/, S.Zuckerman /С.Цукерман/ - секретарь. Письмо А.Ф.Котсу ."	полная	оригинал+фотокопия	машинопись	1960 января 27	"англ. яз.; водяные знаки; 3 экз.: 1 л.- оригинал, 2 лл.- фотокопии"		
4/6/2014	scanned		2763	12497		1041	1306	eh-1306	4.2.В	"Zoological Society of London /Лондонское Зоологическое общество/, S.Zuckerman /С.Цукерман/ - секретарь. Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1961 мая 26	англ. яз.; водяные знаки		
4/6/2014	scanned		2764	12497		1042	1306	eh-1306	4.2.В	"Zoological Society of London /Лондонское Зоологическое общество/, S.Zuckerman /С.Цукерман/ - секретарь. Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1962 апреля 24	англ. яз.		
4/6/2014	scanned		2762	12497		1043	1306	eh-1306	4.2.В	"Zoological Society of London /Лондонское Зоологическое общество/, S.Zuckerman /С.Цукерман/ - секретарь. Телеграмма А.Ф.Котсу с благодарностью за присланные альбом с фотографиями и иллюстрации ."	полная	оригинал	машинопись	1961 мая 25	англ. яз.		
4/6/2014	scanned		2773	12497		1045	1306	eh-1306	4.2.В	Котс А.Ф. Письмо S.Zuckerman /С.Цукерман/ - секретарю Zoological Society of London /Лондонское Зоологическое общество/.	полная	копия	машинопись	б/г	англ. яз.		
4/6/2014	scanned		2756	12497		1046	1306	eh-1306	4.2.В	Котс А.Ф. Письмо S.Zuckerman /С.Цукерман/ - секретарю Zoological Society of London /Лондонское Зоологическое общество/.	полная	оригинал	машинопись	1960 февраля 19	англ. яз.		
4/6/2014	scanned		2760	12497		1047	1306	eh-1306	4.2.В	Котс А.Ф. Письмо секретарю Zoological Society of London /Лондонское Зоологическое общество/.	полная	копия	машинопись	1960 апреля 27	англ. яз.		
4/6/2014	scanned		2758	12497		1048	1306	eh-1306	4.2.В	Котс А.Ф. Письмо секретарю Zoological Society of London /Лондонское Зоологическое общество/.	полная	копия	машинопись	1960 апреля 6	англ. яз.		
4/6/2014	scanned		2751		2116	539	1306	eh-1306	4.2.В	"Котс А.Ф. Письмо в Zoological Society of London /Лондонское Зоологическое общество/, Harrison Matthews /Гаррисон Метьюч/ - директор."	полная	копия	машинопись	[1956]	англ. яз.		
4/6/2014	scanned		2769		2116	543	1306	eh-1306	4.2.В	"Котс А.Ф. Письмо в Zoological Society of London /Лондонское Зоологическое общество/, Harrison Matthews /Гаррисону Метьючу/ - директору."	полная	копия	машинопись	б/г	англ. яз.		
4/6/2014	scanned		2770		2116	544	1306	eh-1306	4.2.В	Котс А.Ф. Письмо в the Librery of the Zoological Society of London /Библиотека Лондонского Зоологического общества/.	полная	копия	машинопись	б/г	англ. яз.		
4/6/2014	scanned		2765		2116	560	1306	eh-1306	4.2.В	"Котс А.Ф. Письмо в Zoological Society of London /Лондонское Зоологическое общество/, the secretary ."	полная	оригинал	машинопись	1962 сентября 4	англ. яз.		
4/6/2014	scanned		2768		2116	564	1306	eh-1306	4.2.В	"Котс А.Ф. Письмо в Zoological Society of London /Лондонское Зоологическое общество/, the secretary ."	полная	копия	машинопись	б/г	англ. яз.		
4/6/2014	scanned		2759		2116	580	1306	eh-1306	4.2.В	"Zoological Society of London /Лондонское Зоологическое общество/, S.Zuckerman /С.Цукерман/ - секретарь. Письмо Котсу - c уведомлением о высылке диплома на звание Зарубежного члена Лондонского Зоолог. общества, выписанного на его имя ."	полная	оригинал+копия	машинопись	1960 апреля 12	"1 л.- оригинал (англ. яз.), 1 л.- перевод"		
4/6/2014	scanned		2771		2116	689	1306	eh-1306	4.2.В	"Котс А.Ф. Письмо в Zoological Society of London /Лондонское Зоологическое общество/, Harrison Matthews /Гаррисону Метьючу/ - директору."	полная	копия	машинопись	б/г	2 экз.; англ. яз.		
12/28/2014	scanned		2776	12497		1024	1307	eh-1307	4.2.В	"Zoological Survey of India /Зоологическое обозрение Индии/, Calcutta , India ; Dr. M.L. Roonwal - Director. Письмо А.Ф.Котсу."	полная	ориг.+фотокоп.+копия	машинопись	1961 марта 19	"англ. яз.; 1 л.- оригинал, 1 л.- фотокопия"		
12/28/2014	scanned		2775	12497		1025	1307	eh-1307	4.2.В*	"Zoological Survey of India /Зоологическое обозрение Индии/, Calcutta , India ; Dr. M.L. Roonwal - Director. Письмо А.Ф.Котсу."	полная	оригинал	машинопись	1961 марта 1	англ. яз.; письмо разорвано		
12/14/2013	scanned		2780	10141		521	1308	eh-1308	4.2.В	"Zoologicka Zahrada, Praha /Зоологический сад в Праге/, Czechoslovakia ; Д-р К.Пуркине - директор . Письмо А.Ф.Котсу с благодарн. за полученные письма, статьи и книги, которые должны быть опубликованы в Праге ."	полная	оригинал	машинопись	1957 апреля 4			
12/14/2013	scanned		2779	10141		522	1308	eh-1308	4.2.В	"Zoologicka Zahrada, Praha /Зоологический сад в Праге/ , К.Заводил . Письмо А.Ф.Котсу с благодарн. за дружеский прием, заботу и внимание, директору и сотрудникам музея ."	полная	оригинал	машинопись	1956 сентября 19			
12/14/2013	scanned		2781	10141		523	1308	eh-1308	4.2.В	"Zoologicka Zahrada, Praha /Зоологический сад в Праге/, Czechoslovakia ; Д-р К.Пуркине - директор . Письмо А.Ф.Котсу по поводу опубликования его работ в Праге; о д-ре О.Матоушке - секретаре одной из секций АН ЧСР ."	полная	оригинал	машинопись	1957 мая 4			
12/14/2013	scanned		2778	12497		1021	1308	eh-1308	4.2.В	"Zoologicka Zahrada, Praha /Зоологический сад в Праге/ . Письмо А.Ф.Котсу с благодарн. за информацию о лошадях Пржевальского ; с уведомл. о поставке в ""Асканию- Нова""одной пары жеребят из чистокровных лошадей Пржевальского конного завода в Праге."	полная	оригинал	машинопись	1956 августа 23			
12/14/2013	scanned		2777	12497		1022	1308	eh-1308	4.2.В*	"Котс А.Ф. Письмо директору Zoologicka Zahrada, Praha /Зоологический сад в Праге/, Czechoslovakia . Письмо с уведомлением о том, что в Московском Зоопарке в настоящее время нет лошадей Пржевальского; с отсылкой к Зоол. питомнику Аскания (Украина)."	полная	копия	машинопись	1956 июля 22			
12/14/2013	scanned		2785	12497		1023	1308	eh-1308	4.2.В	"Котс А.Ф. Письмо директору Пражского Зоопарка ~ д-ру Пуркине, Czechoslovakia с просьбой вернуть научные статьи Котса на нем. яз. по причине невозможности их опубликования в Праге ."	полная	копия	машинопись	[1960]			
12/14/2013	scanned		2784		2116	684	1308	eh-1308	4.2.В	"Котс А.Ф. Письмо в Zoologicka Zahrada, Praha /Зоологический сад в Праге/, Czechoslovakia . Письмо с уведомлением о получении письма от проф. Мотоушека с портретом проф. Эммануила Радля; по поводу напечат. статей Котса ."	полная	копия	машинопись	[1957]			
12/14/2013	scanned		2782		2116	685	1308	eh-1308	4.2.В	"Котс А.Ф. Письмо д-ру К.Пуркине - директору Zoologicka Zahrada, Praha /Зоологический сад в Праге/, Czechoslovakia . Письмо по поводу отправленных статей Котса для напечатания их в Праге с целью быстрого распространения их среди заруб. ученых ."	полная	копия	машинопись	1957 октября 6			
12/14/2013	scanned		2783		2116	682;683	1308	eh-1308	4.2.В	"Котс А.Ф. Письмо в дирекцию Zoologicka Zahrada, Praha /Зоологический сад в Праге/, Czechoslovakia . Письмо с уведомлением  о пересылке в Прагу своей книги о животных Моск. Зоосада; с просьбой раздобыть фото проф. Эммануила Радля ."	полная	копия	машинопись	[1957]	2 экз.		
12/14/2013	scanned		2786	12497		1049	1309	of-12497-1049	4.2.В*	"Zoologisch Laboratorium Universiteit van Amsterdam /Зоологическая лаборатория Амстердамского университета/, Нидерланды ; Dr. A.Kortlandt, M.Kooij . Письма А.Ф.Котсу ."	полная	копия	машинопись	1963 ноября 18	"франц. яз., англ. яз., 2 письма"		
1/24/2014	scanned		2787	10621		16	1310	of-10621-16	4.2.В*	"Zoologisches Museum, Berlin /Зоолог. музей Германской АН в Берлине/, Кардаков Н.  Письмо [в адрес ГДМ] с уведомлением о возможности предоставления материала для починки шкур жираффы ."	полная	оригинал	машинопись	1947 сентября 1			
12/14/2013	scanned		2788	12497		1044	1311	of-12497-1044	4.2.В*	"Zoologischer Garten Dresden, Prof. Brandes - director . Письмо А.Ф.Котсу ."	полная	копия	машинопись	б/г	нем. яз.		
4/20/2013	scanned		2789	12497		1026	1312	eh-1312	4.2.В*	"Zoologisches Museum der Humboldt - Universitat zu Berlin, Prof. Dr. Erwin Stresemann . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1958 марта 11	нем. яз.		
4/20/2013	scanned		2790	12497		1027	1312	eh-1312	4.2.В	"Zoologisches Museum der Humboldt - Universitat zu Berlin, Prof. Dr. Erwin Stresemann . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1959 июля 21	нем. яз.		
4/20/2013	scanned		2791	12497		1028	1312	eh-1312	4.2.В	"Zoologisches Museum der Humboldt - Universitat zu Berlin, Prof. Dr. Erwin Stresemann . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1960 января 22	нем. яз.		
4/20/2013	scanned		2798	12497		1029	1312	eh-1312	4.2.В	"Котс А.Ф. Письмо Prof. Dr. Erwin Stresemann, Berlin ."	полная	копия	машинопись	б/г	нем. яз.		
4/20/2013	scanned		2797	12497		1030	1312	eh-1312	4.2.В	"Котс А.Ф. Письмо Prof. Dr. Erwin Stresemann, Berlin ."	полная	копия	машинопись	б/г	нем. яз.		
4/20/2013	scanned		2799	12497		1031	1312	eh-1312	4.2.В	"Котс А.Ф. Письмо Prof. Dr. Erwin Stresemann, Berlin, Naturhistorisches Museum ."	полная	копия	машинопись	б/г	нем. яз.		
4/20/2013	scanned		2792	12497		1032	1312	eh-1312	4.2.В	"Котс А.Ф. Письмо в адрес Zoologisches Museum der Humboldt - Universitat zu Berlin, Prof. Dr. Erwin Stresemann ."	полная	копия	машинопись	1962 февраля 12	нем. яз.		
4/20/2013	scanned		2793	12497		1033	1312	eh-1312	4.2.В	"Котс А.Ф. Письмо в адрес Zoologisches Museum der Humboldt - Universitat zu Berlin, Prof. Dr. Erwin Stresemann ."	полная	копия	машинопись	б/г	нем. яз.		
4/20/2013	scanned		2794	12497		1034	1312	eh-1312	4.2.В	"Котс А.Ф. Письмо в адрес Zoologisches Museum der Humboldt - Universitat zu Berlin, Prof. Dr. Erwin Stresemann ."	полная	копия	машинопись	б/г	нем. яз.		
4/20/2013	scanned		2795		2116	514	1312	eh-1312	4.2.В	"Котс А.Ф. Письмо в адрес Zoologisches Museum der Humboldt - Universitat zu Berlin, Prof. Dr. Erwin Stresemann ."	полная	копия	машинопись	б/г	нем. яз.		
4/20/2013	scanned		2796		2116	515	1312	eh-1312	4.2.В	"Котс А.Ф. Письмо в адрес Zoologisches Museum der Humboldt - Universitat zu Berlin, Prof. Dr. Erwin Stresemann ."	полная	копия	машинопись	б/г	нем. яз.		
12/24/2012	scanned	21 лл.	967	10141		255	910	eh-910	4.1.А	"Бобринский Николай Алексеевич -доктор биол. наук, проф. МГУ. Письмо Котсу из Ташкента с просьбой прислать ему в обмен ""на сайгу и альбиносов часть учебных пособий"";рассказ о сотоянии дел на каф.Зоологии позв. в Средне-Азиатском Гос.Унив-те."	полная	оригинал	рукопись	б/г	Имя (орнитолог Роман Николаевич Мекленбурцев)		
1/13/2013	scanned		2801	10141		452	1314	of-10141-452	5	"Аттестат, выданный на имя Альфреда-Фридриха-Роберта Карловича Котс (род.1846), /отца А.Ф.Котса/ из Урюпинского Реального Училища , где он работал учителем фр.яз. и нем.яз. /за подписью директора Училища/."	полная	оригинал	рукопись	[1879]	водяные знаки; лист на сгибах разорван		
12/24/2012	scanned		962	12497		936	910	eh-910	4.1.А	"Бобринский Николай Алексеевич -доктор биол. наук, проф. МГУ,внешт.сотр.ГДМ, фаунист-зоолог. Письмо А.Ф.Котсу из Ташкента с уведомление об отправке, обещанных ранее ""выродков"", а также шкуры и череп сайгака; желание получить экзотич. рыб, череп акулы и др."	полная	оригинал	рукопись	1935 мая 14			
12/24/2012	scanned		960		2116	164	910	eh-910	4.1.А	"Бобринский Николай Алексеевич -доктор биол. наук, проф. МГУ,внешт.сотр.ГДМ, фаунист-зоолог. Письмо Котсу из Ташкента личного характера ."	полная	оригинал	рукопись	1934 августа 25			
4/20/2013	scanned		2804		2116	501	1317	nvf-2116-501	5	Письма и записи Федора Карловича Лоренца .		оригинал	рукопись	"1887, 1889"	нем. яз.		
11/14/2013	scanned		2805	10141		525	1318	of-10141-525	5	"Zoological Museum, Tring, England, Erust Hartert . Письмо на имя Лоренца ."	полная	оригинал	рукопись	1904 июля 24	нем. яз.		
7/13/2013	scanned		2806		2116	704	1319	nvf-2116-704	5	Открытое письмо Екатерине Васильевне Голиковой /жене М.Д.Езучевского/ (в Рязань) из Friedberg (Германия) личного характера от неизв. лица.	полная	оригинал	рукопись	1909 июля 31			
11/14/2013	scanned		2807	12497		1211	1320	of-12497-1211	5	"Болгов Павел Петрович - владелец Первой Специальной Художественной мастерской чучел в Ростове на Дону . Письмо Ф.К.Лоренцу с предложением своих услуг ""по доставке всевозможных шкур птиц хорошо снятых""."	полная	оригинал	рукопись	1911 февраля 2	водяные знаки		
4/25/2013	scanned		2808	12497		1208	1321	of-12497-1208	5	"R.W.P. de Vries , Livres - Estampes - Dessins - Tableaux, etc., Amsterdam . Открытое письмо на имя препаратора Ф.К.Лоренца ."	полная	оригинал	рукопись	1912 июля 15	нем. яз.; вырезана марка		
11/14/2013	scanned		2809		2116	178	1322	nvf-2116-178	5	"Удостоверение, выданное В.А.Ватагину-Шереметевскому из Моск. Окружного Комиссариата по военным делам, в том что он состоит на учете при Моск. Военно-окружном штабе ."	полная	копия	рукопись	1920 мая 22			
3/8/2013	scanned	37 лл.	2810	10141		245	1323	of-10141-245	5	Выдержки из писем проф. Вагнера с [Н.Н.Ладыгиной-Котс] .		копия	машинопись	1924 + б/г			
11/14/2013	scanned		2811		2116	12	1324	nvf-2116-12	5	Беликов А. Письмо Н.Н.Ладыгиной-Котс с благодарностью за присланные книги .	полная	фотокопия	рукопись	1933 августа 5			
4/20/2013	scanned	1 л. (1 конв.)	2812	10141		204	1325	of-10141-204	5	Ходатайство Государственного Института по изучению мозга им. В.М.Бехтерева /С.П.Осипов-директор института/ перед Ленингр. областным бюро СНР о сохранении персональной пенсии и пайка за М.А.Вагнер - вдовой проф. В.А.Вагнер .	полная	копия	машинопись	1934 марта 17			
11/14/2013	scanned	1 л.	2813	10141		214	1326	of-10141-214	5	Извещение Народного Комиссариата Обороны СССР о предоставлении отсрочки от призыва по мобилиз. от 4 апр.1942 г. К.К.Флерову.+ Ходатайство ГДМ о продлении отсрочки призыва на 1943 г. К.К.Флерову. + Образцы отзывов об оборонных работах Флерова К.К.	полная	копия	машинопись	1942 - 1943			
4/20/2013	scanned		2814	10141		515	1327	of-10141-515	5	"Характеристики А.Н.Комарова /от Моск. Зоопарка, Моск. Союза советских худ-ков, Горкомитета Художников книги и графиков/. + Выписка из протокола засед. Президиума ЦК Союза Работников Искусств о присвоении А.Н.Комарову звания Засл. Деятеля Искусств ."	полная	оригинал	машинопись	1946			
12/24/2012	scanned		959		2116	170	910	eh-910	4.1.А*	"Бобринский Николай Алексеевич -доктор биол. наук, проф. МГУ,внешт.сотр.ГДМ, фаунист-зоолог. Письмо Котсу по вопросу отбора для ГДМ слепышей и тушканчиков,а также по осмотру коллекции выродков."	полная	оригинал	рукопись	1932 июля 17			
7/13/2013	scanned		2816		2116	496	1329	nvf-2116-496	5	Отзыв директора Зоол. музея МГУ - С.С.Турова о препараторе-таксидермисте-реставраторе ГДМ Дмитрие Яковлевиче Федулове .	полная	копия	машинопись	1947 июля 5			
12/24/2012	scanned		965		2116	226	910	eh-910	4.1.А	"Бобринский Николай Алексеевич -доктор биол. наук, проф. МГУ,внешт.сотр.ГДМ, фаунист-зоолог. Письмо Котсу с просьбой проконсультировать его по вопросам генетики ."	неполная	оригинал	рукопись	1957 июня 1	отсутствует начало письма		
1/13/2013	scanned	38 лл.+ 11 лл.	2818	10141		331	1331	of-10141-331	5	"Zoological Society of London /Лондонское Зоологическое общество/, Dr. Desmond Morris . Письмо на имя Н.Н.Ладыгиной-Котс с просьбой предоставить несколько фотографий из книги Ладыгиной для использования их в своей новой работе ."	полная	оригинал+перевод	машинопись+рукопись	1963 марта 20	"2 экз.: 1 л.-оригинал (англ. яз.), 1 л.-перевод"		
12/24/2012	scanned		963		2116	601	910	eh-910	4.1.А	"Бобринский Николай Алексеевич -доктор биол. наук, проф. МГУ,внешт.сотр.ГДМ, фаунист-зоолог. Открытое письмо Котсу о своём отъезде в Переяславль и невозможности встретиться с Котсом ."	полная	оригинал	рукопись	1936 августа 9			
4/20/2013	scanned		2820	10141		595;596	1333	of-10141-595;596	5	"В редакцию газеты ""Комсомольская правда"" отклики на статью П.Галкиной ""Юбилей с оговоркой"", 21-XII-65 . По вопросу строительства для ГДМ нового специального здания /В.Игнатьева - директор музея, А.В.Яблоков - председ. биолог. кружка/."	полная	оригинал+копия	машинопись	1965			
4/7/2013	scanned		2821	10141		593	1334	of-10141-593	5	"Смолин Петр Петрович - главный хранитель ГДМ с 1919-20 гг. Письмо в адрес редакции ""Комсомольская правда"" по вопросу получения нового здания для ГДМ ."	полная	оригинал	машинопись	[1965]			
12/24/2012	scanned		961		2116	602	910	eh-910	4.1.А	"Бобринский Николай Алексеевич -доктор биол. наук, проф. МГУ,внешт.сотр.ГДМ, фаунист-зоолог. Открытое письмо Котсу из Ташкента о работе в Средне-Азиатском Гос.Ун-те ; просьба прислать книгу Новикова ""Э...""."	полная	оригинал	рукопись	1934 сентября 6	2 почт.марки		
12/24/2012	scanned		964		2116	667	910	eh-910	4.1.А	"Бобринский Николай Алексеевич -доктор биол. наук, проф. МГУ,внешт.сотр.ГДМ, фаунист-зоолог. Письмо Котсу с уведомлением о посылке ему списка фаунистической лит-ры,книги Терентьева и Чернова и ""Животный мир СССР""."	полная	оригинал	рукопись	1944 февраля 8			
